Tabla,NombreProducto,Clase,País
Vinos UE,Malokarpatská,Vinos UE,Eslovaquia 
Vinos UE,Nitrianska,Vinos UE,Eslovaquia 
Vinos UE,Stredoslovenská,Vinos UE,Eslovaquia 
Vinos UE,Východoslovenská,Vinos UE,Eslovaquia 
Vinos UE,O' de Flander-Oost-Vlaamse Graanjenever ,Bebidas espirituosas con sabor  a enebro,Bélgica 
Vinos UE,Balegemse jenever ,Bebidas espirituosas con sabor  a enebro,Bélgica 
Vinos UE,Hasseltse jenever,Bebidas espirituosas con sabor  a enebro,Bélgica 
Vinos UE,Hasselt,Bebidas espirituosas con sabor  a enebro,Bélgica 
Vinos UE,Peket-Pekêt,Bebidas espirituosas con sabor  a enebro,Bélgica 
Vinos UE,Pèket-Pèkèt de Wallonie,Bebidas espirituosas con sabor  a enebro,Bélgica 
Vinos UE,Jonge jenever,Bebidas espirituosas con sabor  a enebro,Múltiple (Bélgica-Países  Bajos)
Vinos UE,jonge genever,Bebidas espirituosas con sabor  a enebro,Múltiple (Bélgica-Países  Bajos)
Vinos UE,Oude jenever,Bebidas espirituosas con sabor  a enebro,Múltiple (Bélgica-Países  Bajos)
Vinos UE,oude genever,Bebidas espirituosas con sabor  a enebro,Múltiple (Bélgica-Países  Bajos)
Vinos UE,Genièvre de grains,Bebidas espirituosas con sabor  a enebro,Múltiple (Bélgica-Países  Bajos)
Vinos UE,Graangenever,Bebidas espirituosas con sabor  a enebro,Múltiple (Bélgica-Países  Bajos)
Vinos UE,Graanjenever,Bebidas espirituosas con sabor  a enebro,Múltiple (Bélgica-Países  Bajos)
Vinos UE,Genièvre,Bebidas espirituosas con sabor  a enebro,Múltiple (Bélgica-Países  Bajos)
Vinos UE,Genever,Bebidas espirituosas con sabor  a enebro,Múltiple (Bélgica-Países  Bajos)
Vinos UE,Jenever,Bebidas espirituosas con sabor  a enebro,Múltiple (Bélgica-Países  Bajos)
Vinos UE,Genièvre aux fruits,Otras bebidas espirituosas,Múltiple (Bélgica-Países  Bajos)
Vinos UE,Fruchtgenever,Otras bebidas espirituosas,Múltiple (Bélgica-Países  Bajos)
Vinos UE,Jenever met  vruchten,Otras bebidas espirituosas,Múltiple (Bélgica-Países  Bajos)
Vinos UE,Vruchtenjenever,Otras bebidas espirituosas,Múltiple (Bélgica-Países  Bajos)
Vinos UE,Карловска гроздова ракия,Aguardiente de vino,Bulgaria
Vinos UE,Grozdova Rakya  from Karlovo,Aguardiente de vino,Bulgaria
Vinos UE,Karlovska grozdova rakya,Aguardiente de vino,Bulgaria
Vinos UE,Гроздова Ракия от  Карлово,Aguardiente de vino,Bulgaria
Vinos UE,Ловешка сливова ракия,Aguardiente de fruta,Bulgaria
Vinos UE,Slivova rakya from  Lovech,Aguardiente de fruta,Bulgaria
Vinos UE,Loveshka slivova rakya,Aguardiente de fruta,Bulgaria
Vinos UE,Сливова ракия от  Ловеч,Aguardiente de fruta,Bulgaria
Vinos UE,Поморийска гроздова ракия,Aguardiente de vino,Bulgaria
Vinos UE,Grozdova  rakya from Pomorie,Aguardiente de vino,Bulgaria
Vinos UE,Pomoriyska grozdova rakya,Aguardiente de vino,Bulgaria
Vinos UE,Гроздова ракия от  Поморие,Aguardiente de vino,Bulgaria
Vinos UE,Сливенска перла,Aguardiente de vino,Bulgaria
Vinos UE,Grozdova rakya from  Sliven,Aguardiente de vino,Bulgaria
Vinos UE,Slivenska grozdova rakya,Aguardiente de vino,Bulgaria
Vinos UE,Slivenska perla,Aguardiente de vino,Bulgaria
Vinos UE,Гроздова ракия от Сливен,Aguardiente de vino,Bulgaria
Vinos UE,Сливенска гроздова  ракия,Aguardiente de vino,Bulgaria
Vinos UE,Стралджанска Мускатова ракия,Aguardiente de vino,Bulgaria
Vinos UE,Muscatova rakya from Straldja,Aguardiente de vino,Bulgaria
Vinos UE,Straldjanska Muscatova  rakya,Aguardiente de vino,Bulgaria
Vinos UE,Мускатова ракия  от Стралджа,Aguardiente de vino,Bulgaria
Vinos UE,Сунгурларска гроздова ракия,Aguardiente de vino,Bulgaria
Vinos UE,Grozdova  rakya from Sungurlare,Aguardiente de vino,Bulgaria
Vinos UE,Sungurlarska grozdova rakya,Aguardiente de vino,Bulgaria
Vinos UE,Гроздова ракия от  Сунгурларе,Aguardiente de vino,Bulgaria
Vinos UE,Сухиндолска гроздова ракия,Aguardiente de vino,Bulgaria
Vinos UE,Grozdova  rakya from Suhindol,Aguardiente de vino,Bulgaria
Vinos UE,Suhindolska grozdova rakya,Aguardiente de vino,Bulgaria
Vinos UE,Гроздова ракия от  Сухиндол,Aguardiente de vino,Bulgaria
Vinos UE,Троянска сливова ракия,Aguardiente de fruta,Bulgaria
Vinos UE,Slivova rakya from  Troyan,Aguardiente de fruta,Bulgaria
Vinos UE,Troyanska slivova rakya,Aguardiente de fruta,Bulgaria
Vinos UE,Сливова ракия от  Троян,Aguardiente de fruta,Bulgaria
Vinos UE,Bayerischer Gebirgsenzian ,Genciana,Alemania 
Vinos UE,Bayerischer Kräuterlikör ,Licor,Alemania 
Vinos UE,Benediktbeurer Klosterlikör ,Licor,Alemania 
Vinos UE,Berliner Kümmel ,Licor,Alemania 
Vinos UE,Chiemseer Klosterlikör ,Licor,Alemania 
Vinos UE,Deutscher Weinbrand ,Brandy o Weinbrand,Alemania 
Vinos UE,Ettaler Klosterlikör ,Licor,Alemania 
Vinos UE,Fränkischer Obstler ,Aguardiente de fruta,Alemania 
Vinos UE,Fränkisches Kirschwasser ,Aguardiente de fruta,Alemania 
Vinos UE,Fränkisches Zwetschgenwasser ,Aguardiente de fruta,Alemania 
Vinos UE,Hamburger Kümmel ,Licor,Alemania 
Vinos UE,Münchener Kümmel ,Licor,Alemania 
Vinos UE,Ostfriesischer Korngenever ,Bebidas espirituosas con sabor  a enebro,Alemania 
Vinos UE,Schwarzwälder Himbeergeist ,Geist,Alemania 
Vinos UE,Schwarzwälder Mirabellenwasser ,Aguardiente de fruta,Alemania 
Vinos UE,Schwarzwälder Williamsbirne ,Aguardiente de fruta,Alemania 
Vinos UE,Schwarzwälder Zwetschgenwasser ,Aguardiente de fruta,Alemania 
Vinos UE,Steinhäger ,Bebidas espirituosas con sabor  a enebro,Alemania 
Vinos UE,Bärwurz ,Otras bebidas espirituosas,Alemania 
Vinos UE,Blutwurz ,Licor,Alemania 
Vinos UE,Emsländer Korn/Kornbrand ,Bebida espirituosa de cereales,Alemania 
Vinos UE,Haselünner Korn/Kornbrand ,Bebida espirituosa de cereales,Alemania 
Vinos UE,Hasetaler Korn/Kornbrand ,Bebida espirituosa de cereales,Alemania 
Vinos UE,Hüttentee ,Licor,Alemania 
Vinos UE,Münsterländer Korn/Kornbrand ,Bebida espirituosa de cereales,Alemania 
Vinos UE,Ostpreußischer Bärenfang ,Otras bebidas espirituosas,Alemania 
Vinos UE,Pfälzer Weinbrand ,Brandy o Weinbrand,Alemania 
Vinos UE,Rheinberger Kräuter ,"Bebidas espirituosas de sabor  amargo, amer o bitter",Alemania 
Vinos UE,Sendenhorster Korn/Kornbrand ,Bebida espirituosa de cereales,Alemania 
Vinos UE,Korn/Kornbrand ,Bebida espirituosa de cereales,Múltiple (Alemania Austria Bélgica)
Vinos UE,Estonian vodka ,Vodka,Estonia 
Vinos UE,Irish Cream ,Licor,Múltiple (Irlanda/Reino  Unido)
Vinos UE,Irish Whiskey,Whisky o whiskey,Múltiple (Irlanda/Reino  Unido)
Vinos UE,Irish Whisky,Whisky o whiskey,Múltiple (Irlanda/Reino  Unido)
Vinos UE,Uisce Beatha Eireannach,Whisky o whiskey,Múltiple (Irlanda/Reino  Unido)
Vinos UE,Irish Poteen,Otras bebidas espirituosas,Múltiple (Irlanda/Reino  Unido)
Vinos UE,Irish Poitín,Otras bebidas espirituosas,Múltiple (Irlanda/Reino  Unido)
Vinos UE,Τσικουδιά Κρήτης,Aguardiente de orujo u orujo de  uva,Grecia 
Vinos UE,Tsikoudia of Crete,Aguardiente de orujo u orujo de  uva,Grecia 
Vinos UE,Τσίπουρο Θεσσαλίας,Aguardiente de orujo u orujo de  uva,Grecia 
Vinos UE,Tsipouro of Thessaly,Aguardiente de orujo u orujo de  uva,Grecia 
Vinos UE,Τσίπουρο Τυρνάβου,Aguardiente de orujo u orujo de  uva,Grecia 
Vinos UE,Tsipouro of Tyrnavos,Aguardiente de orujo u orujo de  uva,Grecia 
Vinos UE,Κίτρο Νάξου,Licor,Grecia 
Vinos UE,Kitro of Naxos,Licor,Grecia 
Vinos UE,Κουμκουάτ Κέρκυρας,Licor,Grecia 
Vinos UE,Koum Kouat of Corfu,Licor,Grecia 
Vinos UE,Μαστίχα Χίου,Licor,Grecia 
Vinos UE,Masticha of Chios,Licor,Grecia 
Vinos UE,Ούζο Θράκης,Anís destilado,Grecia 
Vinos UE,Ouzo of Thrace,Anís destilado,Grecia 
Vinos UE,Ούζο Καλαμάτας,Anís destilado,Grecia 
Vinos UE,Ouzo of Kalamata,Anís destilado,Grecia 
Vinos UE,Ούζο Μακεδονίας,Anís destilado,Grecia 
Vinos UE,Ouzo of Macedonia,Anís destilado,Grecia 
Vinos UE,Ούζο Μυτιλήνης,Anís destilado,Grecia 
Vinos UE,Ouzo of Mitilene,Anís destilado,Grecia 
Vinos UE,Ούζο Πλωμαρίου,Anís destilado,Grecia 
Vinos UE,Ouzo of Plomari,Anís destilado,Grecia 
Vinos UE,Τεντούρα,Licor,Grecia 
Vinos UE,Tentoura,Licor,Grecia 
Vinos UE,Τσικουδιά,Aguardiente de orujo u orujo de  uva,Grecia 
Vinos UE,Tsikoudia,Aguardiente de orujo u orujo de  uva,Grecia 
Vinos UE,Τσίπουρο,Aguardiente de orujo u orujo de  uva,Grecia 
Vinos UE,Tsipouro,Aguardiente de orujo u orujo de  uva,Grecia 
Vinos UE,Ouzo,Anís destilado,"Grecia, Chipre "
Vinos UE,Oύζο,Anís destilado,"Grecia, Chipre "
Vinos UE,Aguardiente de sidra de Asturias ,Aguardiente de sidra o de  perada,España 
Vinos UE,Brandy de Jerez ,Brandy o Weinbrand,España 
Vinos UE,Brandy del Penedés ,Brandy o Weinbrand,España 
Vinos UE,Chinchón ,Bebidas espirituosas anisadas,España 
Vinos UE,Gin de Mahón ,Bebidas espirituosas con sabor  a enebro,España 
Vinos UE,Pacharán navarro ,Bebida espirituosa aromatizada  a base de endrinas o Pacharán,España 
Vinos UE,Palo de Mallorca ,Licor,España 
Vinos UE,Ratafia catalana ,Licor,España 
Vinos UE,Aguardiente de hierbas de Galicia ,Otras bebidas espirituosas,España 
Vinos UE,Anís Paloma Monforte del Cid ,Bebidas espirituosas anisadas,España 
Vinos UE,Aperitivo Café de Alcoy ,Otras bebidas espirituosas,España 
Vinos UE,Cantueso Alicantino ,Licor,España 
Vinos UE,Herbero de la Sierra de Mariola ,Otras bebidas espirituosas,España 
Vinos UE,Hierbas Ibicencas ,Bebidas espirituosas anisadas,España 
Vinos UE,Licor café de Galicia ,Licor,España 
Vinos UE,Licor de hierbas de Galicia ,Licor,España 
Vinos UE,Orujo de Galicia ,Aguardiente de orujo u orujo de  uva,España 
Vinos UE,Ronmiel de Canarias ,Otras bebidas espirituosas,España 
Vinos UE,Armagnac ,Aguardiente de vino,Francia 
Vinos UE,Calvados ,Aguardiente de sidra o de  perada,Francia 
Vinos UE,Cassis de Dijon ,Crema de casis,Francia 
Vinos UE,Eau-de-vie de cidre de Bretagne ,Aguardiente de sidra o de  perada,Francia 
Vinos UE,Eau-de-vie de cidre de Normandie ,Aguardiente de sidra o de  perada,Francia 
Vinos UE,Eau-de-vie de cidre du Maine ,Aguardiente de sidra o de  perada,Francia 
Vinos UE,Eau-de-vie de poiré de Normandie ,Aguardiente de sidra o de  perada,Francia 
Vinos UE,Eau-de-vie de vin de la Marne ,Aguardiente de vino,Francia 
Vinos UE,Eau-de-vie de vin des Côtes-du-Rhône ,Aguardiente de vino,Francia 
Vinos UE,Eau-de-vie de vin originaire du Bugey ,Aguardiente de vino,Francia 
Vinos UE,Eau-de-vie de vin originaire du Languedoc ,Aguardiente de vino,Francia 
Vinos UE,Fine Bordeaux ,Aguardiente de vino,Francia 
Vinos UE,Framboise d'Alsace ,Aguardiente de fruta,Francia 
Vinos UE,Genièvre Flandres Artois ,Bebidas espirituosas con sabor  a enebro,Francia 
Vinos UE,Kirsch d'Alsace ,Aguardiente de fruta,Francia 
Vinos UE,Kirsch de Fougerolles ,Aguardiente de fruta,Francia 
Vinos UE,Marc d'Alsace Gewurztraminer ,Aguardiente de orujo u orujo de  uva,Francia 
Vinos UE,Marc d'Auvergne ,Aguardiente de orujo u orujo de  uva,Francia 
Vinos UE,Mirabelle d'Alsace ,Aguardiente de fruta,Francia 
Vinos UE,Mirabelle de Lorraine ,Aguardiente de fruta,Francia 
Vinos UE,Pommeau de Normandie ,Otras bebidas espirituosas,Francia 
Vinos UE,Pommeau du Maine ,Otras bebidas espirituosas,Francia 
Vinos UE,Quetsch d'Alsace ,Aguardiente de fruta,Francia 
Vinos UE,Ratafia de Champagne ,Licor,Francia 
Vinos UE,Rhum de la Guadeloupe ,Ron,Francia 
Vinos UE,Rhum de la Guyane ,Ron,Francia 
Vinos UE,Rhum de la Martinique ,Ron,Francia 
Vinos UE,Rhum de la Réunion ,Ron,Francia 
Vinos UE,Eau-de-vie de Cognac ,Aguardiente de vino,Francia 
Vinos UE,Eau-de-vie des Charentes ,Aguardiente de vino,Francia 
Vinos UE,Cognac ,Aguardiente de vino,Francia 
Vinos UE,Eau-de-vie de Faugères ,Aguardiente de vino,Francia 
Vinos UE,Faugères ,Aguardiente de vino,Francia 
Vinos UE,Marc de Bourgogne/Eau-de-vie de marc de  Bourgogne,Aguardiente de orujo u orujo de  uva,Francia 
Vinos UE,Marc de Champagne/Eau-de-vie de marc de  Champagne,Aguardiente de orujo u orujo de  uva,Francia 
Vinos UE,Marc de Provence ,Aguardiente de orujo u orujo de  uva,Francia 
Vinos UE,Marc de Savoie ,Aguardiente de orujo u orujo de  uva,Francia 
Vinos UE,Marc des Côtes-du-Rhône/Eau-de-vie de marc des  Côtes du Rhône,Aguardiente de orujo u orujo de  uva,Francia 
Vinos UE,Marc du Bugey ,Aguardiente de orujo u orujo de  uva,Francia 
Vinos UE,Marc du Languedoc ,Aguardiente de orujo u orujo de  uva,Francia 
Vinos UE,Calvados Domfrontais ,Aguardiente de sidra o de  perada,Francia 
Vinos UE,Calvados Pays d'Auge ,Aguardiente de sidra o de  perada,Francia 
Vinos UE,Cassis de Bourgogne ,Crema de casis,Francia 
Vinos UE,Cassis de Saintonge ,Crema de casis,Francia 
Vinos UE,Fine de Bourgogne ,Aguardiente de vino,Francia 
Vinos UE,Rhum de sucrerie de la Baie du Galion ,Ron,Francia 
Vinos UE,Rhum des Antilles françaises ,Ron,Francia 
Vinos UE,Rhum des départements français d'outre-mer ,Ron,Francia 
Vinos UE,Whisky alsacien,Whisky o whiskey,Francia 
Vinos UE,Whisky d'Alsace,Whisky o whiskey,Francia 
Vinos UE,Whisky breton,Whisky o whiskey,Francia 
Vinos UE,Whisky de Bretagne,Whisky o whiskey,Francia 
Vinos UE,Génépi des Alpes,Licor,Múltiple (Francia-Italia) 
Vinos UE,Genepì delle Alpi,Licor,Múltiple (Francia-Italia) 
Vinos UE,Hrvatska loza ,Aguardiente de fruta,Croacia 
Vinos UE,Hrvatska stara šljivovica ,Aguardiente de fruta,Croacia 
Vinos UE,Hrvatska travarica ,Otras bebidas espirituosas,Croacia 
Vinos UE,Hrvatski pelinkovac ,Licor,Croacia 
Vinos UE,Slavonska šljivovica ,Aguardiente de fruta,Croacia 
Vinos UE,Zadarski maraschino ,"Maraschino, Marrasquino o  Maraskino",Croacia 
Vinos UE,Aprikot trentino,Aguardiente de fruta,Italia 
Vinos UE,Aprikot del Trentino,Aguardiente de fruta,Italia 
Vinos UE,Brandy italiano ,Brandy o Weinbrand,Italia 
Vinos UE,Distillato di mele trentino,Aguardiente de fruta,Italia 
Vinos UE,Distillato di mele del Trentino,Aguardiente de fruta,Italia 
Vinos UE,Genziana trentina,Genciana,Italia 
Vinos UE,Genziana del Trentino,Genciana,Italia 
Vinos UE,Grappa ,Aguardiente de orujo u orujo de  uva,Italia 
Vinos UE,Grappa di Barolo ,Aguardiente de orujo u orujo de  uva,Italia 
Vinos UE,Grappa friulana,Aguardiente de orujo u orujo de  uva,Italia 
Vinos UE,Grappa del Friuli,Aguardiente de orujo u orujo de  uva,Italia 
Vinos UE,Grappa lombarda,Aguardiente de orujo u orujo de  uva,Italia 
Vinos UE,Grappa della Lombardia,Aguardiente de orujo u orujo de  uva,Italia 
Vinos UE,Grappa piemontese,Aguardiente de orujo u orujo de  uva,Italia 
Vinos UE,Grappa del Piemonte,Aguardiente de orujo u orujo de  uva,Italia 
Vinos UE,Grappa trentina,Aguardiente de orujo u orujo de  uva,Italia 
Vinos UE,Grappa del Trentino,Aguardiente de orujo u orujo de  uva,Italia 
Vinos UE,Grappa veneta,Aguardiente de orujo u orujo de  uva,Italia 
Vinos UE,Grappa del Veneto,Aguardiente de orujo u orujo de  uva,Italia 
Vinos UE,Sliwovitz del Friuli-Venezia Giulia ,Aguardiente de fruta,Italia 
Vinos UE,Sliwovitz trentino,Aguardiente de fruta,Italia 
Vinos UE,Sliwovitz del Trentino,Aguardiente de fruta,Italia 
Vinos UE,Südtiroler Grappa,Aguardiente de orujo u orujo de  uva,Italia 
Vinos UE,Grappa dell'Alto Adige,Aguardiente de orujo u orujo de  uva,Italia 
Vinos UE,Südtiroler Gravensteiner,Aguardiente de fruta,Italia 
Vinos UE,Gravensteiner dell'Alto  Adige,Aguardiente de fruta,Italia 
Vinos UE,Südtiroler Kirsch,Aguardiente de fruta,Italia 
Vinos UE,Kirsch dell'Alto Adige,Aguardiente de fruta,Italia 
Vinos UE,Südtiroler Marille,Aguardiente de fruta,Italia 
Vinos UE,Marille dell'Alto Adige,Aguardiente de fruta,Italia 
Vinos UE,Südtiroler Obstler,Aguardiente de fruta,Italia 
Vinos UE,Obstler dell'Alto Adige,Aguardiente de fruta,Italia 
Vinos UE,Südtiroler Williams,Aguardiente de fruta,Italia 
Vinos UE,Williams dell'Alto Adige,Aguardiente de fruta,Italia 
Vinos UE,Südtiroler Zwetschgeler,Aguardiente de fruta,Italia 
Vinos UE,Zwetschgeler dell'Alto Adige,Aguardiente de fruta,Italia 
Vinos UE,Williams friulano,Aguardiente de fruta,Italia 
Vinos UE,Williams del Friuli,Aguardiente de fruta,Italia 
Vinos UE,Williams trentino,Aguardiente de fruta,Italia 
Vinos UE,Williams del Trentino,Aguardiente de fruta,Italia 
Vinos UE,Kirsch Friulano,Aguardiente de fruta,Italia 
Vinos UE,Kirschwasser Friulano,Aguardiente de fruta,Italia 
Vinos UE,Kirsch Trentino,Aguardiente de fruta,Italia 
Vinos UE,Kirschwasser Trentino,Aguardiente de fruta,Italia 
Vinos UE,Südtiroler Enzian,Genciana,Italia 
Vinos UE,Genziana dell'Alto Adige,Genciana,Italia 
Vinos UE,Genepì del Piemonte ,Licor,Italia 
Vinos UE,Genepì della Valle d'Aosta ,Licor,Italia 
Vinos UE,Grappa siciliana,Aguardiente de orujo u orujo de  uva,Italia 
Vinos UE,Grappa di Sicilia,Aguardiente de orujo u orujo de  uva,Italia 
Vinos UE,Liquore di limone della Costa d'Amalfi ,Licor,Italia 
Vinos UE,Liquore di limone di Sorrento ,Licor,Italia 
Vinos UE,Mirto di Sardegna ,Licor,Italia 
Vinos UE,Nocino di Modena ,Nocino,Italia 
Vinos UE,Ζιβανία,Aguardiente de orujo u orujo de  uva,Chipre 
Vinos UE,Zivania,Aguardiente de orujo u orujo de  uva,Chipre 
Vinos UE,Ζιβάνα,Aguardiente de orujo u orujo de  uva,Chipre 
Vinos UE,Τζιβανία,Aguardiente de orujo u orujo de  uva,Chipre 
Vinos UE,Originali lietuviška degtinė,Vodka,Lituania 
Vinos UE,Original Lithuanian vodka,Vodka,Lituania 
Vinos UE,Samanė ,Bebida espirituosa de cereales,Lituania 
Vinos UE,Trauktinė ,Otras bebidas espirituosas,Lituania 
Vinos UE,Trauktinė Dainava ,Otras bebidas espirituosas,Lituania 
Vinos UE,Trauktinė Palanga ,Otras bebidas espirituosas,Lituania 
Vinos UE,Vilniaus Džinas,Bebidas espirituosas con sabor  a enebro,Lituania 
Vinos UE,Vilnius Gin,Bebidas espirituosas con sabor  a enebro,Lituania 
Vinos UE,Békési Szilvapálinka ,Aguardiente de fruta,Hungría 
Vinos UE,Gönci Barackpálinka ,Aguardiente de fruta,Hungría 
Vinos UE,Kecskeméti Barackpálinka ,Aguardiente de fruta,Hungría 
Vinos UE,Szabolcsi Almapálinka ,Aguardiente de fruta,Hungría 
Vinos UE,Szatmári Szilvapálinka ,Aguardiente de fruta,Hungría 
Vinos UE,Törkölypálinka ,Aguardiente de orujo u orujo de  uva,Hungría 
Vinos UE,Újfehértói meggypálinka ,Aguardiente de fruta,Hungría 
Vinos UE,Pálinka ,Aguardiente de fruta,Múltiple (Hungría Austria)
Vinos UE,Jägertee,Licor,Austria 
Vinos UE,Jagatee,Licor,Austria 
Vinos UE,Jagertee,Licor,Austria 
Vinos UE,Steinfelder Magenbitter ,Licor,Austria 
Vinos UE,Wachauer Marillenbrand ,Aguardiente de fruta,Austria 
Vinos UE,Wachauer Marillenlikör ,Licor,Austria 
Vinos UE,Wachauer Weinbrand ,Brandy o Weinbrand,Austria 
Vinos UE,Mariazeller Magenlikör ,Licor,Austria 
Vinos UE,Inländerrum ,Otras bebidas espirituosas,Austria 
Vinos UE,Herbal vodka from the North Podlasie Lowland  aromatised with an extract of bison grass,Vodka aromatizado,Polonia
Vinos UE,Wódka  ziołowa z Niziny Północnopodlaskiej aromatyzowana  ekstraktem z trawy żubrowej,Vodka aromatizado,Polonia
Vinos UE,Polska Wódka,Vodka,Polonia 
Vinos UE,Polish Vodka,Vodka aromatizado,Polonia 
Vinos UE,Aguardente Bagaceira da Região dos Vinhos Verdes ,Aguardiente de orujo u orujo de  uva,Portugal 
Vinos UE,Aguardente de Vinho da Região dos Vinhos Verdes ,Aguardiente de vino,Portugal 
Vinos UE,Rum da Madeira ,Ron,Portugal 
Vinos UE,Aguardente de Vinho Alentejo ,Aguardiente de vino,Portugal 
Vinos UE,Aguardente de Vinho Douro ,Aguardiente de vino,Portugal 
Vinos UE,Aguardente de Vinho Ribatejo ,Aguardiente de vino,Portugal 
Vinos UE,Aguardente Bagaceira Alentejo ,Aguardiente de orujo u orujo de  uva,Portugal 
Vinos UE,Aguardente Bagaceira Bairrada ,Aguardiente de orujo u orujo de  uva,Portugal 
Vinos UE,Aguardente de Vinho Lourinhã ,Aguardiente de vino,Portugal 
Vinos UE,Poncha da Madeira ,Licor,Portugal 
Vinos UE,Horincă de Cămârzana ,Aguardiente de fruta,Rumanía 
Vinos UE,Pălincă ,Aguardiente de fruta,Rumanía 
Vinos UE,Țuică de Argeș ,Aguardiente de fruta,Rumanía 
Vinos UE,Țuică Zetea de Medieșu Aurit ,Aguardiente de fruta,Rumanía 
Vinos UE,Vinars Murfatlar ,Aguardiente de vino,Rumanía 
Vinos UE,Vinars Segarcea ,Aguardiente de vino,Rumanía 
Vinos UE,Vinars Târnave ,Aguardiente de vino,Rumanía 
Vinos UE,Vinars Vaslui ,Aguardiente de vino,Rumanía 
Vinos UE,Vinars Vrancea ,Aguardiente de vino,Rumanía 
Vinos UE,Brinjevec ,Aguardiente de fruta,Eslovenia 
Vinos UE,Dolenjski sadjevec ,Aguardiente de fruta,Eslovenia 
Vinos UE,Domači rum ,Otras bebidas espirituosas,Eslovenia 
Vinos UE,Pelinkovec ,Licor,Eslovenia 
Vinos UE,Spišská borovička ,Bebidas espirituosas con sabor  a enebro,Eslovaquia 
Vinos UE,Suomalainen Vodka,Vodka,Finlandia 
Vinos UE,Vodka of Finland,Vodka,Finlandia 
Vinos UE,Finsk Vodka,Vodka,Finlandia 
Vinos UE,Suomalainen Marjalikööri,Licor,Finlandia
Vinos UE,Finnish fruit liqueur,Licor,Finlandia
Vinos UE,Finnish  berry liqueur,Licor,Finlandia
Vinos UE,Finsk Fruktlikör,Licor,Finlandia
Vinos UE,Finsk Bärlikör,Licor,Finlandia
Vinos UE,Suomalainen  Hedelmälikööri,Licor,Finlandia
Vinos UE,Svensk Aquavit,Vinos UE,Suecia
Vinos UE,Swedish Aquavit,Vinos UE,Suecia
Vinos UE,Svensk Akvavit,Vinos UE,Suecia
Vinos UE,Svensk Punsch,Otras bebidas espirituosas,Suecia
Vinos UE,Swedish Punch,Otras bebidas espirituosas,Suecia
Vinos UE,Svensk Vodka,Vodka,Suecia
Vinos UE,Swedish Vodka,Vodka,Suecia
Vinos UE,Indicación geográfica,Vinos UE,País 
Vinos UE,Nürnberger Glühwein,Vinos UE,Alemania 
Vinos UE,Thüringer Glühwein,Vinos UE,Alemania 
Vinos UE,Vermouth de Chambéry,Vinos UE,Francia 
Vinos UE,Samoborski bermet,Vinos UE,Croacia 
Vinos UE,Vermouth di Torino,Vinos UE,Italia 
Tailandia,Sangyod Maung Phatthalung Rice,,Tailandia
Tailandia,Sakon Dhavapi Haang Golden Aromatic Rice,Arroces,Tailandia
Tailandia,Thung Kula Rong-Hai Thai Hom Mali Rice,Arroces,Tailandia
Tailandia,Surin Hom Mali Rice,Arroces,Tailandia
Tailandia,Khao Jek Chuey Sao Hai,Arroces,Tailandia
Tailandia,Khao Leuang Patew Chumphon,Arroces,Tailandia
Tailandia,Kaowong Kalasin Sticky Rice,Arroces,Tailandia
Tailandia,Khao Kum Lanna,Arroces,Tailandia
Tailandia,Nakonchaisri Pomelo,Arroces,Tailandia
Tailandia,Phetchabun Sweet Tamarind,Frutas,Tailandia
Tailandia,Chainat Khaotangkwa Pomelo,Frutas,Tailandia
Tailandia,Sriracha Pineapple,Frutas,Tailandia
Tailandia,Chiangrai Phulae Pineapple,Frutas,Tailandia
Tailandia,Nanglae Pineapple,Frutas,Tailandia
Tailandia,Phuket Pineapple,Frutas,Tailandia
Tailandia,Phet Rose Apple,Frutas,Tailandia
Tailandia,Gluay Hin Bannang Sata,Frutas,Tailandia
Tailandia,Kathoh-Hor-Bangkrang,Frutas,Tailandia
Tailandia,Nont Durian,Frutas,Tailandia
Tailandia,Samutsongkhram Kom Lychee,Frutas,Tailandia
Tailandia,Som-O Khao Yai Samutsongkram,Frutas,Tailandia
Tailandia,Pakpanang Tabtimsiam Pomelo,Frutas,Tailandia
Tailandia,Trang Roast Pork,Frutas,Tailandia
Tailandia,Doi Tung Coffee,Otros Alimentos y Bebidas,Tailandia
Tailandia,Suratthani Oyster,Otros Alimentos y Bebidas,Tailandia
Tailandia,Doi Chaang Coffee,Otros Alimentos y Bebidas,Tailandia
Tailandia,Chaiya Salted Eggs,Otros Alimentos y Bebidas,Tailandia
Tailandia,Phurua Plateau Wine,Otros Alimentos y Bebidas,Tailandia
Tailandia,Mae Jaem Teen Jok Fabric,Vinos,Tailandia
Tailandia,Lamphun Brocade Thai Silk,Textiles,Tailandia
Tailandia,Praewa Kalasin Thai Silk,Textiles,Tailandia
Tailandia,Chonnabot Mudmee Thai Silk,Textiles,Tailandia
Tailandia,Bor Sang Umbrella,Textiles,Tailandia
Tailandia,Ban Chiang Pottery,Artesanías,Tailandia
Tailandia,Chiangmai Celadon,Artesanías,Tailandia
Tailandia,Phanat Nikhom Basketry,Artesanías,Tailandia
Tailandia,Yok Mlabri Nan,Artesanías,Tailandia
Tailandia,Kohkret Potte,Artesanías,Tailandia
Reino Unido,Scotch Whisky,,Reino Unido
Reino Unido,Irish Whiskey,,Reino Unido
Reino Unido,Uisce Beatha Eireannach,,Reino Unido
Reino Unido,Irish Cream,,Reino Unido
China,Vino Shaoxing,,China
